Journal name,Group,Category,JIF Quartile
FOOD AND AGRICULTURAL IMMUNOLOGY,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q3
JOURNAL OF ESSENTIAL OIL RESEARCH,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q3
BIOSTATISTICS,Biology & Biochemistry,MATHEMATICAL & COMPUTATIONAL BIOLOGY,Q3
JOURNAL OF PLANKTON RESEARCH,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q2
EVOLUTION & DEVELOPMENT,Biology & Biochemistry,GENETICS & HEREDITY,Q3
International Journal of Biomathematics,Biology & Biochemistry,MATHEMATICAL & COMPUTATIONAL BIOLOGY,Q3
BIOFOULING,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q2
Agribusiness,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q3
JOURNAL OF FISH BIOLOGY,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q2
BMC Medical Genomics,Biology & Biochemistry,GENETICS & HEREDITY,Q3
JOURNAL OF THEORETICAL BIOLOGY,Biology & Biochemistry,MATHEMATICAL & COMPUTATIONAL BIOLOGY,Q3
Network Modeling and Analysis in Health Informatics and Bioinformatics,Biology & Biochemistry,MATHEMATICAL & COMPUTATIONAL BIOLOGY,Q3
Journal of Biomedical Semantics,Biology & Biochemistry,MATHEMATICAL & COMPUTATIONAL BIOLOGY,Q3
JOURNAL OF NEUROGENETICS,Biology & Biochemistry,GENETICS & HEREDITY,Q3
Familial Cancer,Biology & Biochemistry,GENETICS & HEREDITY,Q3
JOURNAL OF MEDICINAL FOOD,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q3
JOURNAL OF COMPUTATIONAL NEUROSCIENCE,Biology & Biochemistry,MATHEMATICAL & COMPUTATIONAL BIOLOGY,Q3
FLAVOUR AND FRAGRANCE JOURNAL,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q3
JOURNAL OF THE INSTITUTE OF BREWING,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q3
MARINE MAMMAL SCIENCE,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q2
CHEMICAL SENSES,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q3
STATISTICAL METHODS IN MEDICAL RESEARCH,Biology & Biochemistry,MATHEMATICAL & COMPUTATIONAL BIOLOGY,Q3
AQUATIC LIVING RESOURCES,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q2
BIOSYSTEMS,Biology & Biochemistry,MATHEMATICAL & COMPUTATIONAL BIOLOGY,Q3
Journal of Genetic Counseling,Biology & Biochemistry,GENETICS & HEREDITY,Q3
BIOLOGICAL BULLETIN,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q2
Molecular Genetics and Metabolism Reports,Biology & Biochemistry,GENETICS & HEREDITY,Q3
International Journal of Genomics,Biology & Biochemistry,GENETICS & HEREDITY,Q3
Genes and Environment,Biology & Biochemistry,GENETICS & HEREDITY,Q3
JOURNAL OF COASTAL CONSERVATION,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q2
MUTATION RESEARCH-FUNDAMENTAL AND MOLECULAR MECHANISMS OF MUTAGENESIS,Biology & Biochemistry,GENETICS & HEREDITY,Q3
JOURNAL OF APPLIED GENETICS,Biology & Biochemistry,GENETICS & HEREDITY,Q3
VIRUS GENES,Biology & Biochemistry,GENETICS & HEREDITY,Q3
IET Systems Biology,Biology & Biochemistry,MATHEMATICAL & COMPUTATIONAL BIOLOGY,Q3
Foodborne Pathogens and Disease,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q3
Biotechnology and Genetic Engineering Reviews,Biology & Biochemistry,GENETICS & HEREDITY,Q3
Marine and Coastal Fisheries,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q2
BIOMETRICAL JOURNAL,Biology & Biochemistry,MATHEMATICAL & COMPUTATIONAL BIOLOGY,Q3
AQUATIC SCIENCES,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q2
STATISTICS IN MEDICINE,Biology & Biochemistry,MATHEMATICAL & COMPUTATIONAL BIOLOGY,Q3
AQUATIC ECOLOGY,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q2
Marine Ecology-An Evolutionary Perspective,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q2
JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q2
MATHEMATICAL BIOSCIENCES,Biology & Biochemistry,MATHEMATICAL & COMPUTATIONAL BIOLOGY,Q3
ENVIRONMENTAL BIOLOGY OF FISHES,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q2
JIMD Reports,Biology & Biochemistry,GENETICS & HEREDITY,Q3
GENOME,Biology & Biochemistry,GENETICS & HEREDITY,Q3
JOURNAL OF MOLECULAR EVOLUTION,Biology & Biochemistry,GENETICS & HEREDITY,Q3
Journal of Community Genetics,Biology & Biochemistry,GENETICS & HEREDITY,Q3
AMERICAN JOURNAL OF ENOLOGY AND VITICULTURE,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q3
Journal of Integrative Bioinformatics,Biology & Biochemistry,MATHEMATICAL & COMPUTATIONAL BIOLOGY,Q3
JOURNAL OF FOOD SAFETY,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q3
EUROPEAN JOURNAL OF LIPID SCIENCE AND TECHNOLOGY,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q3
JOURNAL OF THE AMERICAN SOCIETY OF BREWING CHEMISTS,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q3
Journal of Oleo Science,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q3
EUROPEAN JOURNAL OF PHYCOLOGY,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q2
Turkish Journal of Fisheries and Aquatic Sciences,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q2
BIOMETRICS,Biology & Biochemistry,MATHEMATICAL & COMPUTATIONAL BIOLOGY,Q3
Knowledge and Management of Aquatic Ecosystems,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q2
CONSERVATION GENETICS,Biology & Biochemistry,GENETICS & HEREDITY,Q3
NEW ZEALAND JOURNAL OF MARINE AND FRESHWATER RESEARCH,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q2
Pharmacogenetics and Genomics,Biology & Biochemistry,GENETICS & HEREDITY,Q3
AMERICAN JOURNAL OF MEDICAL GENETICS PART A,Biology & Biochemistry,GENETICS & HEREDITY,Q3
European Journal of Medical Genetics,Biology & Biochemistry,GENETICS & HEREDITY,Q3
CyTA-Journal of Food,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q3
Genes & Genomics,Biology & Biochemistry,GENETICS & HEREDITY,Q3
Algorithms for Molecular Biology,Biology & Biochemistry,MATHEMATICAL & COMPUTATIONAL BIOLOGY,Q3
JOURNAL OF AOAC INTERNATIONAL,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q3
Cellular Reprogramming,Biology & Biochemistry,GENETICS & HEREDITY,Q3
Italian Journal of Food Safety,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q3
Journal of Consumer Protection and Food Safety,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q3
Tree Genetics & Genomes,Biology & Biochemistry,GENETICS & HEREDITY,Q3
Plant Gene,Biology & Biochemistry,GENETICS & HEREDITY,Q3
Freshwater Science,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q2
Oceans-Switzerland,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q2
JOURNAL OF COMPUTATIONAL BIOLOGY,Biology & Biochemistry,MATHEMATICAL & COMPUTATIONAL BIOLOGY,Q4
OMICS-A JOURNAL OF INTEGRATIVE BIOLOGY,Biology & Biochemistry,GENETICS & HEREDITY,Q3
BIOCHEMICAL GENETICS,Biology & Biochemistry,GENETICS & HEREDITY,Q3
CRITICAL REVIEWS IN EUKARYOTIC GENE EXPRESSION,Biology & Biochemistry,GENETICS & HEREDITY,Q3
CURRENT GENETICS,Biology & Biochemistry,GENETICS & HEREDITY,Q3
Molecular Genetics & Genomic Medicine,Biology & Biochemistry,GENETICS & HEREDITY,Q3
JOURNAL OF SENSORY STUDIES,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q3
FOOD AND NUTRITION BULLETIN,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q3
FOOD BIOTECHNOLOGY,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q3
FOOD SCIENCE AND TECHNOLOGY INTERNATIONAL,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q3
Nutrition & Food Science,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q3
NEW GENETICS AND SOCIETY,Biology & Biochemistry,GENETICS & HEREDITY,Q4
MARINE AND FRESHWATER RESEARCH,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q3
ACTA BIOTHEORETICA,Biology & Biochemistry,MATHEMATICAL & COMPUTATIONAL BIOLOGY,Q4
Marine Genomics,Biology & Biochemistry,GENETICS & HEREDITY,Q4
Journal of Wine Economics,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q4
Marine Biodiversity,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q3
Evolutionary Bioinformatics,Biology & Biochemistry,MATHEMATICAL & COMPUTATIONAL BIOLOGY,Q4
CRYPTOGAMIE ALGOLOGIE,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q3
AMERICAN JOURNAL OF MEDICAL GENETICS PART B-NEUROPSYCHIATRIC GENETICS,Biology & Biochemistry,GENETICS & HEREDITY,Q4
HUMAN HEREDITY,Biology & Biochemistry,GENETICS & HEREDITY,Q4
JOURNAL OF BIOLOGICAL SYSTEMS,Biology & Biochemistry,MATHEMATICAL & COMPUTATIONAL BIOLOGY,Q4
Public Health Genomics,Biology & Biochemistry,GENETICS & HEREDITY,Q4
Global Medical Genetics,Biology & Biochemistry,GENETICS & HEREDITY,Q4
MATHEMATICAL MEDICINE AND BIOLOGY-A JOURNAL OF THE IMA,Biology & Biochemistry,MATHEMATICAL & COMPUTATIONAL BIOLOGY,Q4
PHYCOLOGIA,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q3
GULF AND CARIBBEAN RESEARCH,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q3
BOTANICA MARINA,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q3
AFRICAN JOURNAL OF MARINE SCIENCE,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q3
Ocean Science Journal,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q3
THEORY IN BIOSCIENCES,Biology & Biochemistry,MATHEMATICAL & COMPUTATIONAL BIOLOGY,Q4
Lifestyle Genomics,Biology & Biochemistry,GENETICS & HEREDITY,Q4
Molecular Cytogenetics,Biology & Biochemistry,GENETICS & HEREDITY,Q4
CLEAN-Soil Air Water,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q3
CURRENT GENOMICS,Biology & Biochemistry,GENETICS & HEREDITY,Q4
International Journal of Food Engineering,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q4
Natural Product Communications,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q4
PSYCHIATRIC GENETICS,Biology & Biochemistry,GENETICS & HEREDITY,Q4
IRISH JOURNAL OF AGRICULTURAL AND FOOD RESEARCH,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q4
Medizinische Genetik,Biology & Biochemistry,GENETICS & HEREDITY,Q4
Quantitative Biology,Biology & Biochemistry,MATHEMATICAL & COMPUTATIONAL BIOLOGY,Q4
DIATOM RESEARCH,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q3
ECOLOGY OF FRESHWATER FISH,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q3
Statistics in Biopharmaceutical Research,Biology & Biochemistry,MATHEMATICAL & COMPUTATIONAL BIOLOGY,Q4
Current Genetic Medicine Reports,Biology & Biochemistry,GENETICS & HEREDITY,Q4
LIMNETICA,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q3
AIMS Agriculture and Food,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q4
GENETICA,Biology & Biochemistry,GENETICS & HEREDITY,Q4
Applied Food Biotechnology,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q4
THEORETICAL POPULATION BIOLOGY,Biology & Biochemistry,GENETICS & HEREDITY,Q4
THEORETICAL POPULATION BIOLOGY,Biology & Biochemistry,MATHEMATICAL & COMPUTATIONAL BIOLOGY,Q4
Human Genome Variation,Biology & Biochemistry,GENETICS & HEREDITY,Q4
GENETICS AND MOLECULAR BIOLOGY,Biology & Biochemistry,GENETICS & HEREDITY,Q4
GENES TO CELLS,Biology & Biochemistry,GENETICS & HEREDITY,Q4
BIOSCIENCE BIOTECHNOLOGY AND BIOCHEMISTRY,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q4
CYTOGENETIC AND GENOME RESEARCH,Biology & Biochemistry,GENETICS & HEREDITY,Q4
Journal of Aquatic Food Product Technology,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q4
Foods and Raw Materials,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q4
JOURNAL OF MOLLUSCAN STUDIES,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q3
JOURNAL OF CRUSTACEAN BIOLOGY,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q3
JOURNAL OF DAIRY RESEARCH,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q4
NEUROGENETICS,Biology & Biochemistry,GENETICS & HEREDITY,Q4
BULLETIN OF MARINE SCIENCE,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q3
International Journal of Biostatistics,Biology & Biochemistry,MATHEMATICAL & COMPUTATIONAL BIOLOGY,Q4
Twin Research and Human Genetics,Biology & Biochemistry,GENETICS & HEREDITY,Q4
Marine Biology Research,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q3
ANNALS OF HUMAN GENETICS,Biology & Biochemistry,GENETICS & HEREDITY,Q4
JOURNAL OF GENETICS,Biology & Biochemistry,GENETICS & HEREDITY,Q4
GENES & GENETIC SYSTEMS,Biology & Biochemistry,GENETICS & HEREDITY,Q4
Journal of Oil Palm Research,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q4
JOURNAL OF AGRICULTURAL BIOLOGICAL AND ENVIRONMENTAL STATISTICS,Biology & Biochemistry,MATHEMATICAL & COMPUTATIONAL BIOLOGY,Q4
International Journal of Immunogenetics,Biology & Biochemistry,GENETICS & HEREDITY,Q4
AQUATIC MICROBIAL ECOLOGY,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q3
MARINE AND FRESHWATER BEHAVIOUR AND PHYSIOLOGY,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q3
Aquatic Sciences and Engineering,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q3
GENE EXPRESSION PATTERNS,Biology & Biochemistry,GENETICS & HEREDITY,Q4
Egyptian Journal of Medical Human Genetics,Biology & Biochemistry,GENETICS & HEREDITY,Q4
BULLETIN OF THE EUROPEAN ASSOCIATION OF FISH PATHOLOGISTS,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q3
AGRICULTURAL AND FOOD SCIENCE,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q4
GRASAS Y ACEITES,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q4
JSFA Reports,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q4
Current Research in Nutrition and Food Science,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q4
NAUTILUS,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q3
INVERTEBRATE BIOLOGY,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q3
Ocean and Coastal Research,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q3
JOURNAL OF SHELLFISH RESEARCH,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q3
PHYCOLOGICAL RESEARCH,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q3
AFRICAN JOURNAL OF AQUATIC SCIENCE,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q3
OPHTHALMIC GENETICS,Biology & Biochemistry,GENETICS & HEREDITY,Q4
ICHTHYOLOGICAL RESEARCH,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q3
SILVAE GENETICA,Biology & Biochemistry,GENETICS & HEREDITY,Q4
Genetic Testing and Molecular Biomarkers,Biology & Biochemistry,GENETICS & HEREDITY,Q4
Journal of Translational Genetics and Genomics,Biology & Biochemistry,GENETICS & HEREDITY,Q4
SOUTH AFRICAN JOURNAL OF ENOLOGY AND VITICULTURE,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q4
Functional Foods in Health and Disease,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q4
CZECH JOURNAL OF FOOD SCIENCES,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q4
ACTA ALIMENTARIA,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q4
Journal of Culinary Science & Technology,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q4
Nutrire,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q4
International Food Research Journal,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q4
Rivista Italiana delle Sostanze Grasse,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q4
JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q3
AQUATIC MAMMALS,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q3
Comparative Cytogenetics,Biology & Biochemistry,GENETICS & HEREDITY,Q4
Gene Reports,Biology & Biochemistry,GENETICS & HEREDITY,Q4
SCIENTIA MARINA,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q3
Plankton & Benthos Research,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q3
Conservation Genetics Resources,Biology & Biochemistry,GENETICS & HEREDITY,Q4
JOURNAL OF AQUATIC PLANT MANAGEMENT,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q3
Molecular Syndromology,Biology & Biochemistry,GENETICS & HEREDITY,Q4
Balkan Journal of Medical Genetics,Biology & Biochemistry,GENETICS & HEREDITY,Q4
Ciencia e Tecnica Vitivinicola,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q4
FOOD SCIENCE AND TECHNOLOGY RESEARCH,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q4
ICHTHYOLOGICAL EXPLORATION OF FRESHWATERS,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q4
Aquatic Biology,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q4
Nauplius,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q4
Latin American Journal of Aquatic Research,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q4
LAKE AND RESERVOIR MANAGEMENT,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q4
Acta Scientiarum Polonorum-Technologia Alimentaria,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q4
Economia Agro-alimentare,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q4
AQUATIC ECOSYSTEM HEALTH & MANAGEMENT,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q4
Journal of Microbiology Biotechnology and Food Sciences,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q4
Kvasny Prumysl,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q4
JOURNAL OF APPLIED ICHTHYOLOGY,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q4
Inland Water Biology,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q4
CRUSTACEANA,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q4
THALASSAS,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q4
Journal of Bioinformatics and Computational Biology,Biology & Biochemistry,MATHEMATICAL & COMPUTATIONAL BIOLOGY,Q4
CIENCIAS MARINAS,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q4
Human Gene,Biology & Biochemistry,GENETICS & HEREDITY,Q4
Emirates Journal of Food and Agriculture,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q4
Mitochondrial DNA Part B-Resources,Biology & Biochemistry,GENETICS & HEREDITY,Q4
Undersea and Hyperbaric Medicine,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q4
Forensic Science International Genetics Supplement Series,Biology & Biochemistry,GENETICS & HEREDITY,Q4
Ukrainian Food Journal,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q4
Statistics and Its Interface,Biology & Biochemistry,MATHEMATICAL & COMPUTATIONAL BIOLOGY,Q4
"Annals of the University Dunarea de Jos of Galati, Fascicle VI-Food Technology",Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q4
Brewing Science,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q4
Carpathian Journal of Food Science and Technology,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q4
ACTA ADRIATICA,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q4
ARCHIV FUR MOLLUSKENKUNDE,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q4
JOURNAL OF CONCHOLOGY,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q4
Mitochondrial DNA Part A,Biology & Biochemistry,GENETICS & HEREDITY,Q4
Journal of Food and Nutrition Research,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q4
Fundamental and Applied Limnology,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q4
REVMAR-Revista Ciencias Marinas y Costeras,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q4
Cytology and Genetics,Biology & Biochemistry,GENETICS & HEREDITY,Q4
CLINICAL DYSMORPHOLOGY,Biology & Biochemistry,GENETICS & HEREDITY,Q4
RUSSIAN JOURNAL OF GENETICS,Biology & Biochemistry,GENETICS & HEREDITY,Q4
MITTEILUNGEN KLOSTERNEUBURG,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q4
REVISTA DE BIOLOGIA MARINA Y OCEANOGRAFIA,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q4
PACIFIC SCIENCE,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q4
Statistical Applications in Genetics and Molecular Biology,Biology & Biochemistry,MATHEMATICAL & COMPUTATIONAL BIOLOGY,Q4
CAHIERS DE BIOLOGIE MARINE,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q4
Statistics in Biosciences,Biology & Biochemistry,MATHEMATICAL & COMPUTATIONAL BIOLOGY,Q4
Russian Journal of Marine Biology,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q4
CYTOLOGIA,Biology & Biochemistry,GENETICS & HEREDITY,Q4
FOOD AND DRUG LAW JOURNAL,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q4
FLEISCHWIRTSCHAFT,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q4
International Journal of Data Mining and Bioinformatics,Biology & Biochemistry,MATHEMATICAL & COMPUTATIONAL BIOLOGY,Q4
Freshwater Crayfish,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q4
AMERICAN MALACOLOGICAL BULLETIN,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q4
Bulletin of University of Agricultural Sciences and Veterinary Medicine Cluj-Napoca-Food Science and Technology,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q4
Hidrobiologica,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q4
Journal of Food Science and Technology-Ukraine,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q4
LISTY CUKROVARNICKE A REPARSKE,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q4
VIE ET MILIEU-LIFE AND ENVIRONMENT,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q4
Sugar Industry-Zuckerindustrie,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q4
GENETICS AND MOLECULAR RESEARCH,Biology & Biochemistry,GENETICS & HEREDITY,Q4
Journal of Food Safety and Food Quality-Archiv fur Lebensmittelhygiene,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q4
Jurnal Ilmu dan Teknologi Kelautan Tropis,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q4
Sugar Industry international,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q4
JOURNAL OF THE JAPANESE SOCIETY FOR FOOD SCIENCE AND TECHNOLOGY-NIPPON SHOKUHIN KAGAKU KOGAKU KAISHI,Biology & Biochemistry,FOOD SCIENCE & TECHNOLOGY,Q4
Research in Marine Sciences,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,Q4
INTERNATIONAL JOURNAL OF HUMAN GENETICS,Biology & Biochemistry,GENETICS & HEREDITY,Q4
Comparative Immunology Reports,Biology & Biochemistry,MARINE & FRESHWATER BIOLOGY,N/A
NATURE REVIEWS MICROBIOLOGY,Biology & Biochemistry,MICROBIOLOGY,Q1
iMeta,Biology & Biochemistry,MICROBIOLOGY,Q1
NATURE REVIEWS NEUROSCIENCE,Biology & Biochemistry,NEUROSCIENCES,Q1
FUNGAL DIVERSITY,Biology & Biochemistry,MYCOLOGY,Q1
Lancet Microbe,Biology & Biochemistry,MICROBIOLOGY,Q1
NATURE NEUROSCIENCE,Biology & Biochemistry,NEUROSCIENCES,Q1
Nature Aging,Biology & Biochemistry,NEUROSCIENCES,Q1
Nature Microbiology,Biology & Biochemistry,MICROBIOLOGY,Q1
CLINICAL MICROBIOLOGY REVIEWS,Biology & Biochemistry,MICROBIOLOGY,Q1
Cell Host & Microbe,Biology & Biochemistry,MICROBIOLOGY,Q1
Cell Host & Microbe,Biology & Biochemistry,PARASITOLOGY,Q1
Molecular Neurodegeneration,Biology & Biochemistry,NEUROSCIENCES,Q1
TRENDS IN COGNITIVE SCIENCES,Biology & Biochemistry,NEUROSCIENCES,Q1
STUDIES IN MYCOLOGY,Biology & Biochemistry,MYCOLOGY,Q1
Nature Human Behaviour,Biology & Biochemistry,NEUROSCIENCES,Q1
Neuron,Biology & Biochemistry,NEUROSCIENCES,Q1
Translational Neurodegeneration,Biology & Biochemistry,NEUROSCIENCES,Q1
Mycosphere,Biology & Biochemistry,MYCOLOGY,Q1
TRENDS IN NEUROSCIENCES,Biology & Biochemistry,NEUROSCIENCES,Q1
TRENDS IN MICROBIOLOGY,Biology & Biochemistry,MICROBIOLOGY,Q1
BEHAVIORAL AND BRAIN SCIENCES,Biology & Biochemistry,NEUROSCIENCES,Q1
Annual Review of Neuroscience,Biology & Biochemistry,NEUROSCIENCES,Q1
